game_id,season,date_time,game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_perc,away_perc,home_team_id,away_team_id,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,total
2013020739,20132014,2014-01-20,4,2,0,4,2,0,3,4,1,3,0,1,0,2,0,0.9329579823363976,0.8969040671570856,6,26,2.9444444444444446,2.138888888888889,2.212121212121212,2.909090909090909,5
2011020690,20112012,2012-01-20,2,4,0,4,3,1,5,0,0,1,2,0,5,2,0,0.9126307901254914,0.8921331195829559,19,22,2.951219512195122,2.5853658536585367,2.4878048780487805,3.5121951219512195,1
2016020774,20162017,2017-02-05,2,1,0,8,0,1,2,3,0,6,4,0,4,2,0,0.9034911437261264,0.899675032253268,6,10,2.707317073170732,3.1463414634146343,2.1219512195121952,3.048780487804878,11
2013020287,20132014,2013-11-16,5,1,0,4,1,0,2,3,0,2,3,1,4,2,1,0.8906250954415298,0.9219915531894296,12,24,2.7916666666666665,3.4583333333333335,2.8518518518518516,2.3703703703703702,5
2018020637,20182019,2019-01-05,1,5,0,3,2,0,4,6,0,3,1,0,4,3,1,0.8907245641713366,0.8992807343917413,9,30,3.048780487804878,3.731707317073171,2.7045454545454546,3.5,7
2013020431,20132014,2013-12-06,3,2,1,1,3,1,2,3,1,3,4,0,2,6,0,0.907814306811983,0.898380174612937,22,21,2.5416666666666665,2.9583333333333335,2.125,3.5,10
2013020081,20132014,2013-10-14,2,6,0,2,1,0,3,2,0,3,1,1,3,2,0,0.9134835651671273,0.8969941832855238,7,30,2.625,2.9583333333333335,2.6666666666666665,3.037037037037037,3
2017020748,20172018,2018-01-26,2,6,0,4,3,1,3,2,0,4,2,0,0,4,1,0.9291246774084536,0.918554992282947,5,30,3.7777777777777777,2.4444444444444446,3.0232558139534884,2.744186046511628,9
2016021146,20162017,2017-03-31,2,6,0,3,2,0,4,0,0,4,1,1,4,5,0,0.9083057879185725,0.899675032253268,18,10,3.0638297872340425,2.404255319148936,2.1219512195121952,3.048780487804878,4
2017020162,20172018,2017-10-29,1,2,0,1,8,0,4,1,1,4,1,1,2,5,1,0.9045955616650794,0.910943605412212,19,29,2.9347826086956523,2.6739130434782608,2.7954545454545454,2.727272727272727,5
2015020781,20152016,2016-02-07,1,4,1,3,2,1,2,5,0,1,2,0,1,2,0,0.9086701159273038,0.9186879150508777,13,5,2.658536585365854,2.682926829268293,2.477272727272727,2.5454545454545454,5
2013020910,20132014,2014-03-02,3,2,0,5,1,0,5,3,0,3,2,1,2,3,0,0.9224025860926406,0.9105578303205563,16,5,3.189189189189189,2.1621621621621623,3.4838709677419355,2.838709677419355,6
2013021142,20132014,2014-04-03,5,0,0,4,2,1,3,2,0,3,2,1,5,1,0,0.9122286255173754,0.9265296575346241,24,22,3.0,2.5714285714285716,2.6666666666666665,2.625,5
2011020101,20112012,2011-10-22,1,0,1,3,1,0,1,3,0,2,5,0,4,2,1,0.9119802173331952,0.9072980039837518,5,1,2.7777777777777777,2.4,1.951219512195122,2.6341463414634148,5
2011021086,20112012,2012-03-20,1,4,1,2,5,1,5,1,1,2,3,0,1,5,0,0.9072041411097247,0.9154124923566684,30,23,2.5609756097560976,2.8780487804878048,2.9615384615384617,2.5576923076923075,2
2016020341,20162017,2016-11-30,3,1,0,3,2,0,4,1,1,5,3,0,3,6,0,0.9062806767797283,0.8992884428555972,28,53,2.9056603773584904,2.6037735849056602,2.1219512195121952,3.2195121951219514,3
2017020533,20172018,2017-12-22,5,2,1,0,4,1,1,2,1,2,4,0,5,2,0,0.9023289784612638,0.9066525762535137,14,9,3.1219512195121952,2.8780487804878048,2.5098039215686274,2.823529411764706,7
2017020004,20172018,2017-10-05,4,2,1,1,2,0,8,2,0,1,0,1,5,4,0,0.9212480319174563,0.8876128166360876,28,4,2.7045454545454546,2.1363636363636362,2.341463414634146,3.1951219512195124,8
2015020887,20152016,2016-02-22,5,4,1,3,2,1,0,1,0,2,5,0,1,6,0,0.9158220775179591,0.9191641362335001,24,20,2.98,2.58,2.617021276595745,2.6808510638297873,7
