game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_perc,away_perc
3,2,1,1,6,1,3,4,1,4,3,1,1,4,1,3,2,0,1,6,0,3,4,0,4,3,0,1,4,0,0.9722222222222222,0.9375
4,1,1,1,4,1,4,3,1,3,4,1,2,3,1,4,1,0,1,4,0,4,3,0,3,4,0,2,3,0,0.875,0.9117647058823529
5,3,1,4,3,1,6,1,1,3,2,1,3,0,1,5,3,0,4,3,0,6,1,0,3,2,0,3,0,0,0.8888888888888888,0.96875
2,0,1,2,5,1,1,3,1,5,1,1,2,3,1,2,0,0,2,5,0,1,3,0,5,1,0,2,3,0,0.875,0.8823529411764706
3,2,1,5,3,1,3,4,1,4,6,1,1,4,1,3,2,0,5,3,0,3,4,0,4,6,0,1,4,0,0.9285714285714286,1.0
3,5,1,2,1,1,1,2,1,1,3,1,1,4,1,3,5,0,2,1,0,1,2,0,1,3,0,1,4,0,0.896551724137931,0.967741935483871
2,3,1,4,0,1,3,1,1,5,2,1,0,4,1,2,3,0,4,0,0,3,1,0,5,2,0,0,4,0,0.9387755102040817,0.9393939393939394
5,3,1,2,3,1,4,2,1,7,2,1,6,3,1,5,3,0,2,3,0,4,2,0,7,2,0,6,3,0,0.9090909090909091,0.8571428571428571
4,1,1,6,2,1,2,4,1,0,2,1,4,3,1,4,1,0,6,2,0,2,4,0,0,2,0,4,3,0,0.9444444444444444,0.9166666666666666
1,2,1,3,1,1,2,3,1,0,3,1,3,2,1,1,2,0,3,1,0,2,3,0,0,3,0,3,2,0,0.8709677419354839,1.0
3,2,1,0,3,1,3,2,1,1,2,1,3,4,1,3,2,0,0,3,0,3,2,0,1,2,0,3,4,0,0.918918918918919,0.8787878787878788
4,0,1,3,1,1,7,2,1,2,4,1,4,1,1,4,0,0,3,1,0,7,2,0,2,4,0,4,1,0,0.9523809523809523,1.0
0,3,1,2,5,1,3,2,1,0,3,1,2,3,1,0,3,0,2,5,0,3,2,0,0,3,0,2,3,0,0.9428571428571428,0.9375
3,5,1,3,2,1,3,2,1,1,2,1,3,4,1,3,5,0,3,2,0,3,2,0,1,2,0,3,4,0,0.9285714285714286,1.0
2,6,1,3,1,1,7,3,1,2,1,1,1,4,1,2,6,0,3,1,0,7,3,0,2,1,0,1,4,0,1.0,0.896551724137931
3,2,1,2,4,1,4,2,1,3,2,1,4,1,1,3,2,0,2,4,0,4,2,0,3,2,0,4,1,0,0.8709677419354839,0.8148148148148148
0,3,1,3,0,1,4,2,1,3,1,1,5,4,1,0,3,0,3,0,0,4,2,0,3,1,0,5,4,0,0.9444444444444444,0.7777777777777778
2,6,1,1,2,1,0,2,1,2,3,1,4,2,1,2,6,0,1,2,0,0,2,0,2,3,0,4,2,0,0.975,0.8695652173913043
1,2,1,3,2,1,0,1,1,6,0,1,3,2,1,1,2,0,3,2,0,0,1,0,6,0,0,3,2,0,0.9629629629629629,0.9285714285714286
2,4,1,4,0,1,5,2,1,5,1,1,6,3,1,2,4,0,4,0,0,5,2,0,5,1,0,6,3,0,0.9545454545454546,0.9142857142857143
1,3,1,5,1,1,4,5,1,2,3,1,4,3,1,1,3,0,5,1,0,4,5,0,2,3,0,4,3,0,0.8235294117647058,0.9591836734693877
3,4,1,6,3,1,4,1,1,8,2,1,3,0,1,3,4,0,6,3,0,4,1,0,8,2,0,3,0,0,1.0,0.9090909090909091
8,3,1,1,4,1,5,2,1,4,2,1,4,6,1,8,3,0,1,4,0,5,2,0,4,2,0,4,6,0,0.7878787878787878,0.9302325581395349
4,1,1,1,6,1,1,2,1,5,2,1,3,4,1,4,1,0,1,6,0,1,2,0,5,2,0,3,4,0,0.9629629629629629,0.8235294117647058
0,4,1,3,1,1,4,5,1,6,5,1,0,4,1,0,4,0,3,1,0,4,5,0,6,5,0,0,4,0,0.918918918918919,0.9411764705882353
4,2,1,4,3,1,3,4,1,5,4,1,5,2,1,4,2,0,4,3,0,3,4,0,5,4,0,5,2,0,0.84,0.896551724137931
2,5,1,3,5,1,3,4,1,3,0,1,3,2,1,2,5,0,3,5,0,3,4,0,3,0,0,3,2,0,0.9142857142857143,0.9354838709677419
4,3,1,4,1,1,2,4,1,3,2,1,0,2,1,4,3,0,4,1,0,2,4,0,3,2,0,0,2,0,1.0,0.9393939393939394
3,1,1,2,3,1,3,5,1,5,2,1,1,2,1,3,1,0,2,3,0,3,5,0,5,2,0,1,2,0,0.95,0.875
2,4,1,2,5,1,1,0,1,1,2,1,2,4,1,2,4,0,2,5,0,1,0,0,1,2,0,2,4,0,0.8571428571428571,0.9565217391304348
2,4,1,3,1,1,3,4,1,3,2,1,4,3,1,2,4,0,3,1,0,3,4,0,3,2,0,4,3,0,0.8275862068965517,0.84
3,0,1,2,4,1,2,3,1,4,3,1,3,2,1,3,0,0,2,4,0,2,3,0,4,3,0,3,2,0,0.9090909090909091,0.9487179487179487
4,0,1,5,2,1,1,2,1,4,1,1,0,1,1,4,0,0,5,2,0,1,2,0,4,1,0,0,1,0,0.9705882352941176,0.8260869565217391
1,6,1,3,1,1,4,0,1,3,1,1,2,3,1,1,6,0,3,1,0,4,0,0,3,1,0,2,3,0,1.0,0.85
5,4,1,2,3,1,0,2,1,3,2,1,1,3,1,5,4,0,2,3,0,0,2,0,3,2,0,1,3,0,0.8620689655172413,0.9230769230769231
0,3,1,0,4,1,2,5,1,1,5,1,3,4,1,0,3,0,0,4,0,2,5,0,1,5,0,3,4,0,0.9545454545454546,0.96875
3,4,1,3,4,1,2,1,1,2,0,1,3,2,1,3,4,0,3,4,0,2,1,0,2,0,0,3,2,0,0.9,0.9310344827586207
1,2,1,3,2,1,3,2,1,0,1,1,1,4,1,1,2,0,3,2,0,3,2,0,0,1,0,1,4,0,0.88,0.9285714285714286
