game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_perc,away_perc,home_team_id,away_team_id,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg
2,5,0,2,4,0,2,1,0,3,2,1,5,1,1,0.9021215636383579,0.8977719995964006,1,52,2.292682926829268,2.951219512195122,2.8780487804878048,3.2439024390243905
1,4,1,2,1,0,2,5,0,2,1,1,1,4,0,0.9189028809603615,0.9134353243612393,22,2,3.0,2.4893617021276597,2.7560975609756095,3.0
2,4,1,3,2,0,3,4,0,4,3,0,4,3,1,0.9023289784612638,0.9234864769698325,14,3,3.1219512195121952,2.8780487804878048,3.0851063829787235,2.4680851063829787
3,0,0,2,1,0,3,2,1,6,0,0,6,5,0,0.9074548384461859,0.8876128166360876,6,4,2.7954545454545454,2.4545454545454546,2.341463414634146,3.1951219512195124
3,0,1,4,1,1,4,5,0,4,1,0,2,3,0,0.9241694674156673,0.9002603658502097,18,24,3.173076923076923,2.3076923076923075,2.5918367346938775,2.938775510204082
7,6,0,2,0,0,5,2,1,5,3,0,3,2,1,0.9212480319174563,0.9094217473069595,28,15,2.7045454545454546,2.1363636363636362,3.1702127659574466,2.765957446808511
1,0,1,2,0,1,2,4,0,2,1,1,3,4,0,0.9045303260929279,0.9002603658502097,25,24,3.1707317073170733,2.8780487804878048,2.5918367346938775,2.938775510204082
3,1,1,1,2,1,1,3,1,5,1,0,4,6,0,0.8973221849368752,0.897423612976881,21,53,2.341463414634146,3.317073170731707,2.268292682926829,3.4878048780487805
5,2,0,0,2,0,1,5,0,3,2,1,5,1,1,0.9115325090308081,0.918554992282947,23,30,2.1707317073170733,2.8048780487804876,3.0232558139534884,2.744186046511628
1,7,0,8,9,1,5,4,0,4,6,0,1,2,1,0.9126170122514474,0.8977719995964006,4,52,3.0,2.5609756097560976,2.8780487804878048,3.2439024390243905
4,6,0,3,2,0,4,2,0,3,2,0,3,0,1,0.9074548384461859,0.9078621585004485,6,16,2.7954545454545454,2.4545454545454546,2.7209302325581395,2.86046511627907
3,1,0,2,5,0,2,3,1,4,3,1,1,5,0,0.9216976186902919,0.9030326550024717,9,20,2.62,2.4,2.302325581395349,2.6744186046511627
