game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_perc,away_perc
1,2,1,6,3,1,3,1,1,5,2,1,6,4,1,1,2,0,6,3,0,3,1,0,5,2,0,6,4,0,0.8333333333333334,0.8947368421052632
3,2,1,3,1,1,6,3,1,1,0,1,1,4,1,3,2,0,3,1,0,6,3,0,1,0,0,1,4,0,1.0,0.9629629629629629
2,1,1,2,5,1,6,2,1,6,7,1,1,2,1,2,1,0,2,5,0,6,2,0,6,7,0,1,2,0,1.0,0.9130434782608695
2,4,1,2,0,1,5,6,1,1,0,1,1,3,1,2,4,0,2,0,0,5,6,0,1,0,0,1,3,0,0.8181818181818182,0.9
4,5,1,2,5,1,3,1,1,2,4,1,3,4,1,4,5,0,2,5,0,3,1,0,2,4,0,3,4,0,0.8484848484848485,0.8666666666666667
2,3,1,1,3,1,4,3,1,5,2,1,2,3,1,2,3,0,1,3,0,4,3,0,5,2,0,2,3,0,0.8378378378378378,0.8571428571428571
4,3,1,5,2,1,5,2,1,2,5,1,8,7,1,4,3,0,5,2,0,5,2,0,2,5,0,8,7,0,0.9318181818181818,0.8666666666666667
3,4,1,0,2,1,4,3,1,2,4,1,6,1,1,3,4,0,0,2,0,4,3,0,2,4,0,6,1,0,0.9142857142857143,0.8484848484848485
0,4,1,1,4,1,4,0,1,1,0,1,3,2,1,0,4,0,1,4,0,4,0,0,1,0,0,3,2,0,0.9032258064516129,0.96
5,4,1,2,3,1,5,3,1,3,2,1,4,3,1,5,4,0,2,3,0,5,3,0,3,2,0,4,3,0,0.8823529411764706,0.9166666666666666
5,6,1,3,6,1,3,4,1,3,2,1,2,4,1,5,6,0,3,6,0,3,4,0,3,2,0,2,4,0,0.7916666666666666,1.0
3,2,1,2,1,1,2,3,1,7,3,1,4,2,1,3,2,0,2,1,0,2,3,0,7,3,0,4,2,0,0.76,0.9714285714285714
